time;tension;current
0;-523.259018078045;0.006389319547119
0.0005;-504.799872193129;0.789629914768576
0.001;-451.874319605424;1.52566784294536
0.0015;-371.403147007037;2.14409377699187
0.002;-273.557818462222;2.61095906002323
0.0025;-170;2.90902963876548
0.003;-71.9243989808016;3.0562507252297
0.0035;11.7168050664164;3.05383456396404
0.004;75.4748954665647;2.94376343341576
0.0045;117.930695230658;2.76470777234856
0.005;141.42135623731;2.54749672372906
0.0055;151.068709554926;2.32381325216768
0.006;153.349665660509;2.10961663385082
0.0065;154.533970044565;1.90463649096679
0.007;159.327603870566;1.70740692253028
0.0075;170;1.49751517476945
0.008;186.154613572458;1.26160831655941
0.0085;205.152371896055;0.998504462261759
0.009;223.04975847835;0.687913721481617
0.0095;235.800467407546;0.354529534964323
0.01;240.416305603426;0.009884490360685
0.0105;235.800467407546;-0.348272617393607
0.011;223.04975847835;-0.687024529524239
0.0115;205.152371896055;-0.985476638240713
0.012;186.154613572458;-1.25074914344245
0.0125;170;-1.48864294493022
0.013;159.327603870566;-1.70017532511831
0.0135;154.533970044565;-1.89477276089018
0.014;153.349665660509;-2.10079687299569
0.0145;151.068709554926;-2.31738299871363
0.015;141.42135623731;-2.54214244875423
0.0155;117.930695230657;-2.75545718453387
0.016;75.4748954665647;-2.93936946988672
0.0165;11.716805066416;-3.04559069117457
0.017;-71.9243989808021;-3.04262735093657
0.0175;-170;-2.89811157902786
0.018;-273.557818462222;-2.60120318303133
0.0185;-371.403147007036;-2.12965795209667
0.019;-451.874319605423;-1.51697766648146
0.0195;-504.799872193129;-0.788433100399105
0.02;-523.259018078045;0.001218128890628
0.0205;-504.799872193129;0.7953012535766
0.021;-451.874319605423;1.52405698615273
0.0215;-371.403147007036;2.14258185509935
0.022;-273.557818462222;2.6134644790504
0.0225;-170;2.91469853842749
0.023;-71.9243989808018;3.05583801638622
0.0235;11.7168050664162;3.0513883983732
0.024;75.4748954665651;2.94256163297618
0.0245;117.930695230658;2.76259917880347
0.025;141.42135623731;2.55239875524771
0.0255;151.068709554926;2.32598712937099
0.026;153.349665660509;2.11466427405494
0.0265;154.533970044565;1.90428671379097
0.027;159.327603870566;1.70915636154249
0.0275;170;1.49335690469127
0.028;186.154613572458;1.26139694755452
0.0285;205.152371896055;0.993427156637241
0.029;223.04975847835;0.689334648162211
0.0295;235.800467407546;0.355864131352259
0.03;240.416305603426;0.005937288201917
0.0305;235.800467407546;-0.350686447087417
0.031;223.04975847835;-0.678503181101683
0.0315;205.152371896055;-0.985656525156661
0.032;186.154613572458;-1.2526418924478
0.0325;170;-1.48363763380231
0.033;159.327603870566;-1.69735686082421
0.0335;154.533970044565;-1.89585065891186
0.034;153.349665660509;-2.10226602850785
0.0345;151.068709554925;-2.31563290441769
0.035;141.421356237309;-2.54058644272843
0.0355;117.930695230657;-2.75120283632502
0.036;75.4748954665638;-2.93554536368412
0.0365;11.7168050664168;-3.03915633376645
0.037;-71.9243989808016;-3.04286653348927
0.0375;-170;-2.90156374782799
0.038;-273.557818462221;-2.6005529642437
0.0385;-371.403147007036;-2.13407770225714
0.039;-451.874319605423;-1.51063839348573
0.0395;-504.799872193129;-0.780315249411225
0.04;-523.259018078045;0.008821612509415
0.0405;-504.799872193129;0.797020164648013
0.041;-451.874319605424;1.52575429839454
0.0415;-371.403147007036;2.14268801482823
0.042;-273.557818462221;2.60519940787575
0.0425;-170;2.91008712879871
0.043;-71.9243989808013;3.04972576844401
0.0435;11.7168050664172;3.05683300705803
0.044;75.4748954665644;2.94040737477042
0.0445;117.930695230657;2.76669750361484
0.045;141.42135623731;2.55352883932649
0.0455;151.068709554926;2.3272468671432
0.046;153.349665660509;2.10979420917577
0.0465;154.533970044565;1.9105034011942
0.047;159.327603870566;1.71153865210265
0.0475;169.999999999999;1.4999154901656
0.048;186.154613572457;1.26861359439926
0.0485;205.152371896055;0.999544734938078
0.049;223.049758478349;0.6960648642075
0.0495;235.800467407546;0.359834024522811
0.05;240.416305603426;0.004814935967968
0.0505;235.800467407546;-0.346311091892633
0.051;223.04975847835;-0.685203254370858
0.0515;205.152371896055;-0.984327543190417
0.052;186.154613572458;-1.25836597819895
0.0525;170;-1.48304824515867
0.053;159.327603870566;-1.69527709654617
0.0535;154.533970044565;-1.89438682605768
0.054;153.349665660509;-2.10751450429332
0.0545;151.068709554925;-2.31935040164352
0.055;141.421356237309;-2.53569898912176
0.0555;117.930695230656;-2.75734663293965
0.056;75.4748954665655;-2.93639300357838
0.0565;11.716805066417;-3.03842400262207
0.057;-71.9243989808014;-3.04564378940983
0.0575;-170;-2.9032225692172
0.058;-273.557818462222;-2.60062143344314
0.0585;-371.403147007036;-2.12885966933385
0.059;-451.874319605424;-1.50972803003303
0.0595;-504.799872193129;-0.785559477246383
0.06;-523.259018078045;0.000291379389663
0.0605;-504.799872193129;0.798590998891788
0.061;-451.874319605424;1.5256679007099
0.0615;-371.403147007037;2.13828957112154
0.062;-273.557818462223;2.61393645478023
0.0625;-170;2.91344276005263
0.063;-71.924398980801;3.05082326612987
0.0635;11.7168050664177;3.05209212665218
0.064;75.4748954665638;2.9398131837281
0.0645;117.930695230657;2.76353087633117
0.065;141.42135623731;2.55037944886533
0.0655;151.068709554926;2.33020155351128
0.066;153.349665660509;2.11409981172555
0.0665;154.533970044566;1.91365532168816
0.067;159.327603870567;1.708808390685
0.0675;170.000000000001;1.50048081481562
0.068;186.154613572458;1.26138557089007
0.0685;205.152371896055;0.994611575926124
0.069;223.049758478349;0.693201198044535
0.0695;235.800467407546;0.352662754444905
0.07;240.416305603426;0.006628695646465
0.0705;235.800467407546;-0.352025842924774
0.071;223.049758478349;-0.678977385260062
0.0715;205.152371896054;-0.9822171040621
0.072;186.154613572457;-1.25705582349796
0.0725;170;-1.48877216023068
0.073;159.327603870565;-1.69526983467599
0.0735;154.533970044564;-1.90230944869974
0.074;153.349665660509;-2.10563123426074
0.0745;151.068709554925;-2.31807909651621
0.075;141.421356237309;-2.53910856814174
0.0755;117.930695230659;-2.75862158615455
0.076;75.4748954665656;-2.9376094940591
0.0765;11.7168050664171;-3.04040862905835
0.077;-71.9243989808015;-3.04050693374578
0.0775;-170;-2.90508012948822
0.078;-273.557818462222;-2.59784051452438
0.0785;-371.403147007037;-2.12905539175604
0.079;-451.874319605424;-1.51697314901288
0.0795;-504.79987219313;-0.785560061318015
0.08;-523.259018078045;0.002926199677926
0.0805;-504.799872193129;0.791481366866369
0.081;-451.874319605423;1.52370504304462
0.0815;-371.403147007036;2.14226107237314
0.082;-273.557818462222;2.60434733539425
0.0825;-170;2.91372031897253
0.083;-71.924398980801;3.05396345097907
0.0835;11.7168050664175;3.05636415217394
0.084;75.4748954665658;2.94052515301576
0.0845;117.930695230659;2.76159612394897
0.085;141.421356237309;2.54700064508613
0.0855;151.068709554925;2.32625010759352
0.086;153.349665660509;2.11297486634602
0.0865;154.533970044565;1.9109817115701
0.087;159.327603870566;1.70399574768644
0.0875;170.000000000001;1.50020345051553
0.088;186.154613572458;1.26602328516076
0.0885;205.152371896055;1.00124682241771
0.089;223.04975847835;0.691450206278061
0.0895;235.800467407546;0.361532992655041
0.09;240.416305603426;0.003626048701022
0.0905;235.800467407546;-0.347023816465925
0.091;223.049758478349;-0.682663270395119
0.0915;205.152371896055;-0.987106896550547
0.092;186.154613572458;-1.2581822237597
